USCADI,Organization,Category,Currency,Amount,Start (yyyyMMdd),End (yyyyMMdd),Document Hash
Y2KG5LMBJEUGABO573XOGWZZANHSAZAYGSPMC6HFXMIOJHG6FJ7Q====,ORG1,CASH-MPA,USD,37339,20240401,20240701,UTAI72ICJPQ67DAA5IAH3ZFAYQH7XVLRFOHZA4GXB7BY2XQSRCJQ====
O2PS5GJZKEG5Q6M5Z5E4ERUXZYHMWTG5NALQHN56SO3L5TSVMDCQ====,ORG1,CASH-MPA,USD,2915,20240401,20240701,VPUZJSS22EKBA327ACIBYLADUAACAP2UKAJIQWBTYJCXKXYP373Q====
3UUTQNQEM6KPJFXRBZSNOSJZ7ZMWXSPDJEJ4RQKW6VNA7VWVZFJQ====,ORG1,CASH-MPA,USD,10731,20240401,20240701,6HZ4A4GFAJU7BB2TJCMQMUAQMSOMLFNQ3IFZCGSJXIRJH6B4S7UA====
3EKISHJNHS6J2OTCVSY47PUNMOMPM3Y2VVD5Y4G6JREO2DD6KHOQ====,ORG1,CASH-MPA,USD,58512,20240401,20240701,EILO46Y25F3VYK4NYDREUMSDABT2IXEADYSXODJUHMI4BCMY6ZTQ====
6IGCDESLNLXEOLK45B7SJHS5RYCYNSB55JIEI4DCQHJFSOLGKJNA====,ORG1,CASH-MPA,USD,4346,20240401,20240701,5I4JAXHQZGCCCZ5STFB7V2E44W55GGMEJ7I4NTAKQA4PPOP2BEFQ====
6P77FO5OGVG73BRFQQZAJWJNLKQNXZT3Q6BVTHO57VARVOFEEKHQ====,ORG1,CASH-MPA,USD,94608,20240401,20240701,7ESMZYHLFXZ3FBDQUNXOFTZOXLBG2HQ3IZEK4YVG7EZM62YWJ6VA====
S45OG6KMQ75DQB45HKKLLCOWI5OPHD2TD56HHKWVQYLZLBEYECRQ====,ORG1,CASH-MPA,USD,88696,20240401,20240701,ICN7GHHCPI3BJZ7RVEBDYVUVRMIBUWWQKZUVBDJHJLFBKVGIWL2A====
FRLEQLNGNYAKNXEW2SSUNJX53IEAOBH64PLZLRJWRKUQR6U7K64Q====,ORG1,CASH-MPA,USD,85712,20240401,20240701,FIFMEEZBWSPL6XKIJ3FOVTFE65OOFCMZCBXAQH3Y2WTIS2WCUV6Q====
ONQ4GK7N43L2CSFU72C5GXSKHVSBCW5O56GGHYJZ3LYXZC5VNEQQ====,ORG1,CASH-MPA,USD,75139,20240401,20240701,23KLSPXJUK2HMY5N5SCJTV3KYRBQX7ESBAMV6HPKZQHXETBTFLHA====
CZWVQIO7OFTNEEQSI7X7NTSQOCUB4MMUOG25YTBV62KOBHQKTQDQ====,ORG1,CASH-MPA,USD,32348,20240401,20240701,CZVOOZIV4TR63KQDJ3ANLEXGPZZLF42K7XYH5G6A2ETPAXWEIEEA====
XPKF2PT5U2QM2HTRLIDLWVHI2PBLMMHHMULDC4TFUXJMURURSDVQ====,ORG1,CASH-MPA,USD,24906,20240401,20240701,LWAFCHSD2E5ZLHTD3UDOB7L2HLVTYM67HMU5TD4XZX6DKTM4W4DQ====
J4WH4VPXLPQ3UJJWGQ2SICU7PSBDDVIQBUL7ROQCKYEVHRS4GXIQ====,ORG1,CASH-MPA,USD,84737,20240401,20240701,ZCI42JTJQZ2M7WK7XIFXAFJ5MHZ4UALS5SZ7WJONW6NZ4MWRAJ4A====
IZC44Z7CKEYMJAYCKAPZE4GJ4O5M35LB63H7ULJTZLYPKAKKOPMA====,ORG1,CASH-MPA,USD,18888,20240401,20240701,Z6QP6WTGY3UW7GUQEDYADTQRTWSNGJ4KIG7OXKSFWADBCJG3G6NA====
QBW5HNOK7AJQK2NSYLZK65QFF5HMX252B5ZGQFR3ZATUN3PHAYNQ====,ORG1,CASH-MPA,USD,29360,20240401,20240701,
JYSPXI6VDGLRYCIAEJD4OMLBRM5SNXUAA65IDTRCGXIXM3SZVVEQ====,ORG1,CASH-MPA,USD,69795,20240401,20240701,MIIVY632L7BIX3DL54NRVBBWZINHG7DSKPCNFZG5NQ33BCPJPNWA====
MLDIGMCL64VVJGWPJUXN5OUVHFWRN3RVXZUIAXDCDBI2C453TWRA====,ORG1,CASH-MPA,USD,2950,20240401,20240701,VDB466DQQYWLCMK4T4WVC7FX42T3UL7JKSA5WVBJMYL7KKMS6U5Q====
JY4DB5PRM56MM7ZZD2Y4BGLAHZ3YHYDSBSNE4MLUSDGJDNJQRQ5A====,ORG1,CASH-MPA,USD,46809,20240401,20240701,4ALAZWG2WSEJJAEZBL4PLKV5P2OYQGV27ZD5P6F7GZ4YLKNY5Y7Q====
FA2K4YAOYX6LBXMBK2SQUQN7IK2A36J23DE4D56R7URJOFADJXEA====,ORG1,CASH-MPA,USD,63096,20240401,20240701,S4IRSLL7TLOAKPGODF5CC44ZZBBM35PZMVZDP6ACZGWIFOEOO57A====
NO7V45UYRWYLHZQKVPUBSKQ342LJGEBT6AXBXKYGAY6PVUH6P2JQ====,ORG1,CASH-MPA,USD,8310,20240401,20240701,OPEK45S2FO2NTGYKKHNPMAMBWTDEWONG25UVZPCSUPZ7B5N2QKRA====
VEUIAVWOCZET35AKOX2PNLNGGSKKUL4VT6NW56ZQFAYNQNHRXYLA====,ORG1,CASH-MPA,USD,23614,20240401,20240701,HY56IHHKBXVHCUZ5MDYS76H4GCYNLEUL6Z4POK2GZ36T6EH2FOKA====
KFDHUTHIEZV5QYYR47ZEN5RE4TRAAUQIEMLORD65WBNKAKFHMOKA====,ORG1,CASH-MPA,USD,24681,20240401,20240701,G4Q5NG4ONARTYPCL6TOUX2JYJTQOEJB5X646354VDH4W6FWNTO3A====
UCIGKGBMTDU2YCM2P4VII3MG2JD5SEGEOMITWQ7JYOQUFSBDK6QQ====,ORG1,CASH-MPA,USD,39420,20240401,20240701,5YPXMSOTZ4DVIWVPLLBFZWYLAEP3CUS2PW2OAQGJYTGMDOBTAP5Q====
TEJBDBQQG327JIAEXQO5KMHJHJGL2UEDJSPLDKHRZKBEKATZHZFA====,ORG1,CASH-MPA,USD,90098,20240401,20240701,7GMLVRGDVPG3NBGRA5QDHCTABJ7TZMZOFZZS4FZX73YUHTSV4GYA====
FWKAYIJDPBSFLNOJRBHPIQKW72GK2PTPDDTYAEC7BTERJEHKTXAA====,ORG1,CASH-MPA,USD,95794,20240401,20240701,KFYC55K3TUTCZGBFVVSGZEYMY2XEESREYKJUVAPFIPQNMSGGU65Q====
RCQQTWO4L6XXANZ53RU7336QUXPITKDM4FZJDZPZTUCF3JLHC3CA====,ORG1,CASH-MPA,USD,5783,20240401,20240701,3SZ2HXT6RWK6RSRRNA45HH2QYQSQV62RBSLINQTISHW3H4U4KDMQ====
O4I6I6XNHUTL5TMXVHYF3XBEUKBX4LUOKPRZXTQTN2STRLMHOLQA====,ORG1,CASH-MPA,USD,15044,20240401,20240701,O32JYGWCP7C5ABR6MUKEFRLTBGUIO5IFDQCUJSF3L6IRV6FADEWA====
2S7IIMKZTLM5EUGKLEDEBDWYBYYUEEEUGSP4OEOUCDQGWQ3O7IUA====,ORG1,CASH-MPA,USD,50871,20240401,20240701,VK5X6NFK535HA7JA7RNFXQB6FZVODUEO2GXE5J7XPFGHVJWUHZ3A====
E64K43XKNX7WSJJEME4S7ZGHZMUOH7UZRJCGKQEEAHKKKZRRPM3Q====,ORG1,CASH-MPA,USD,39182,20240401,20240701,XSERMADPOA5SZMWYT2U3NBVSB65WN7IDFWDNHKMINT7NRSIUE2AQ====
4N3TAFMFBYPKQCAL4IZHLMHVD5UZNYADGGGHDMTAYTGGPTJPNQSA====,ORG1,CASH-MPA,USD,24839,20240401,20240701,PCWHJV4Z7UXGP3Q5I7FCGGDMLOJKN2IPRV7SSSIRPDD3CVMQNSUQ====
U2TBMZZZ4C5Q6JA6MXBBIT2CFK6C7WL4W7V3MVF2IU7MDGG7E7EA====,ORG1,CASH-MPA,USD,13153,20240401,20240701,
3C4VEJCWQ776OKLIAZEV3PSIJYALDOGPJSZEOAFB2LUAPBHYSQAQ====,ORG1,CASH-MPA,USD,70297,20240401,20240701,DDUK6C5TNSFKAONQIGGBMQTYW4DZLC64DTEYHBB2BQBINRASVT4A====
4GDXC4O7ZNEFJZWW7H5EY62XUC73N27CXFFAHMRLMBZY2I3GK7HQ====,ORG1,CASH-MPA,USD,56014,20240401,20240701,P43SR3TQBYZC5KBH2EKVZJERII5ZWITVYVQRBRDOUFWKJI4JJRFQ====
3HCB45MUV6V6EBR5FS6OYDYQJV4XZH2WOJCJ7OHD4MKIMQCY2T3A====,ORG1,CASH-MPA,USD,48417,20240401,20240701,
MJZGWLKIDEBIJBJWOG2NPEZSJ25NO4AQHTDZSVIVNWLKLXRMFRPA====,ORG1,CASH-MPA,USD,37802,20240401,20240701,6LZDMU3MHQS7VI6ZBVXSXOOL6SBOIICRNYAXC2RSIBEWGYBFS6KQ====
ID7B4T2JFMTHINBIJO6FAKLLNILTS2BUJP7O4UN3V5DZW2XIH6FA====,ORG1,CASH-MPA,USD,15185,20240401,20240701,DA2T6L5JAWS42IU2KTNZJ7XBTAFGJPOEEU6N5RT52MGFQQNLT4QQ====
PVCMD45Y32R6CH7WOEFITB2UZJAUMVDFLTP4F7XE2YLE7RBFNAGA====,ORG1,CASH-MPA,USD,13481,20240401,20240701,SQJYF2S63J6ZU7YSZ7SAL66GVIE6XURFPALSZ6MJCRQLT42PQJPQ====
ACKHVXFGH3RTJIDBFDNCII66HOCGAILFECBQ73SRDVTXHT3QBGDQ====,ORG1,CASH-MPA,USD,54534,20240401,20240701,T4F4SZJWN6M6FPXDCHWC3RBTMANMQYNG7EX3PYTFYNRJPBHOVQYA====
JLHYCTQMHBFB6RPASCJXM3RJNRNAMRTKVOAFMJWWLTOHRRUXSNEA====,ORG1,CASH-MPA,USD,1456,20240401,20240701,T4UKCQ4UPJGVOK3RWRAU4NKVDQC7RVMSWGQS7ACGLNJERZNS63ZA====
B3MIIEMXCI2ENGC7RORGU5QUMQRO272RQW2UB4BUP2SEUMRYOW3A====,ORG1,CASH-MPA,USD,66219,20240401,20240701,
TFKJZZIWE3QAGWKIFL2KTYUE2QXOCWH367QNL4PKRGD2KI236NBQ====,ORG1,CASH-MPA,USD,97471,20240401,20240701,WMHJCMFE67Q7WNMDHHVKSETJAOQS5J2KCFB2V7WIBONDDNQ5OFRA====
FZ4ZUFTNQVZO34P7UXZLNMANZGGCNH43YROURSKZE52TJ4G4OITQ====,ORG1,CASH-MPA,USD,65113,20240401,20240701,2VXKETCANCNZVQMFTJSSGIMRYVWGGK45S2WYINHPPUHTRDGL2W7A====
2YYLXLQNLXXAC4PSOPCLC74RPROUQYULJCQ4J5BDYKIIYMQHK4IA====,ORG1,CASH-MPA,USD,7241,20240401,20240701,B55CRDI46MG2WRD2OXHXVYF6CFMD5YCAT6RZUCJ5WVHRYM73SYQA====
4OGA4S3F77C5PI7AZN46DRQTX3PEXSX7V4VHJZNSWAU6Q5TCUHYQ====,ORG1,CASH-MPA,USD,8483,20240401,20240701,EWTYSHSWUOETUN4YK23Q4AILXMS2GHY6UWJOYF6WJCKHIEFMWGVA====
DMJ6ICY5EFR3N4K63OTR7ADADWLTCRSTBXC2LBDHEA2WHQWCBTDQ====,ORG1,CASH-MPA,USD,56161,20240401,20240701,
ZBF5XMI6O2SPZHUCJ6OEVCIC4ZUBEHTKKWJNHZPHWT4THBMT2ZXA====,ORG1,CASH-MPA,USD,87067,20240401,20240701,V2R3HV5H3GTJEOQC6E7U634ZZWMWL4GNTOSZYIROR3OWB4NK3BIA====
A7G4MVVRIHYL4NJGBMGXONIAMBI2PJGAHNJEDSHWG3UFCWLFAYHA====,ORG1,CASH-MPA,USD,28297,20240401,20240701,L652H46J5KX5WWUPPBO2UMNE2WGCSFZI4KCK7HR6MKXPRBXYMRIQ====
664WXD4BQWHIUGMTD6OF3RICV5X3IXFAVDH65E7VMAWJ2M2W6JFA====,ORG1,CASH-MPA,USD,70270,20240401,20240701,CEJIFKMNTVQZESNBRZSXNBPEHJFFGJTVZ4TOQ6LH3NK5JJMAWBCA====
7BLOM2JBCPCZMTF4U6GUDVY5WGIKJRRNAD4PVI2WTEOSDSD5NURQ====,ORG1,CASH-MPA,USD,65780,20240401,20240701,
RW7KSOMBXPCGE6YNFHRF7UJFERQ73XOQGESCBIUB7WZ6EDNJFETA====,ORG1,CASH-MPA,USD,45192,20240401,20240701,M743WGSOWO33NOS3YCSGVHBJFDTK7LVUWHGBNDVITHXOTKVDM3PA====
E5DLHLZ3PYYEN5RZA7AYOC5LIRTEHBVI632VFQBLPWOV6AY7YTHQ====,ORG1,CASH-MPA,USD,56751,20240401,20240701,6OOSBADQL47B73NRQFBVG24LURKIGI3BDGAS4A7UESVL5QHTN6WA====
RV7NS32PCQUBXOJXZIWGHD3FBLHVQ442FFS3CK7RLQS3EAW2BQ5Q====,ORG1,CASH-MPA,USD,40336,20240401,20240701,JAXBMUKUFKMD3AFEAKAYBFVUDOD2UD2Q7IMTATJYSPTMUOUV2MJA====
V2IGNTR7ZGEEZC2RVQX3SBIPBA2QTDKUA25U45SIYE37FQ6VB6EQ====,ORG1,CASH-MPA,USD,11089,20240401,20240701,GHPYBPXW7KYWVC2LQKTG3WHUFSRW7KADCBBLT2ZMJFQEHQORI3KQ====
S4TKPDDZ2TV2UNTSEDGYCXQQZVUXGCWWPJFCQ5DG7EMD6TJ6UYCQ====,ORG1,CASH-MPA,USD,72303,20240401,20240701,7THEUGI74BGDJ66DFINZ2LZ55DBQPH2AW3FATOFBU47F6FYR4CDQ====
F5FMM44WUP7L4XI6NCV4UHPGUGQCYB74KAL3YRADGPQ67DD24IQQ====,ORG1,CASH-MPA,USD,81670,20240401,20240701,
DKHMNTNQO7KQJ2LAO5K6O7JLWICC42CCBCQVJBOFIMC33XP462LQ====,ORG1,CASH-MPA,USD,15488,20240401,20240701,FUSEBHND4YLYKAPSUVK7YJKSGK3DR4N2W4GHRVTHVNZI6DWKGUKQ====
YDE725XZIUMKBS3RR352T672QXKA7UHIRE5KPF5JLJGITPRAWP4A====,ORG1,CASH-MPA,USD,1196,20240401,20240701,AXEEPS677LGLRGK3L7NM5GFDR563TKVK7T6JZRU7OCCRYJMO4E6Q====
4YCET4ZIGMCQWFA6CEB3HKA4BKTBCYBKE3VVE64LNDNM74WGYNCA====,ORG1,CASH-MPA,USD,84207,20240401,20240701,FQO2P337SLQC43ZWIOAW44E4KLRJ53XUJXSB5CA72KDFNGSZN6BA====
RFYIEYCBZPZWAUKHWIBBCQEIINGBCUJWOSAQ434ER56QWVU2Z4YA====,ORG1,CASH-MPA,USD,81095,20240401,20240701,YOTZUWNXC5JQLFD4ZQMGWFHYNQFJ4W5TWKVKXPCX5JM7326YZL6A====
IKI5B2QS4H46RCJUCODC5JGR2QFT7LW7UEWOLCNMCV76C5UVLIZQ====,ORG1,CASH-MPA,USD,76860,20240401,20240701,OIF6YJR3J2FBCXXPRX54HBKPGTU6SESMN5HG72MSFJUZ4M2BME5Q====
KJMBXPFP3E47ZBDNGFYSPQQQ55ILEYYBNV7LEB7EYCQQ5M7JBSZQ====,ORG1,CASH-MPA,USD,8973,20240401,20240701,N3RGVTEHZLVMAFNJHHYGFHMZGPH7NCP2UXDGPCFI3DXCDEJ4TFTA====
AK747JZBSWLPM57BWNB3RZHH7VUA2QPIPTXN7DFU6GTF2B5Y6W5Q====,ORG1,CASH-MPA,USD,77018,20240401,20240701,4UFSPLAHUDURHAXLXBRKLLW66E2ZKQLCI45CNRQC5KMC43FBS57Q====
R6MKIXS7AAJ6HMK75LJSXJI3CPJG6BLVLDMYBA3Z4NRNTANSGYSQ====,ORG1,CASH-MPA,USD,85217,20240401,20240701,
KGJVDOGQNSZBE6UALREF2SSXSUXKBEVOLPRAEYVYMBRXNQ2S3FBQ====,ORG1,CASH-MPA,USD,17922,20240401,20240701,3TGLQ5WPLNIDVBCRO67EHA4L4KOJP33HZVPC4JHSFXFNBUUG5TTQ====
E22O3AFR2L2VHW5KCVX3NFMVRPQPH5VR3NLYKTV45TBNOKOIC2ZA====,ORG1,CASH-MPA,USD,83370,20240401,20240701,N56M6NCZ6FBU4VVYUICTID7BX5CLSSPU3QNKOR4TK2LM56PGIVBA====
S4N3OVCP4GFSW373FBK7WAV6OZRFLSBNXEQ4MQNJCKWTGVMVQDRQ====,ORG1,CASH-MPA,USD,99052,20240401,20240701,XUTT3PPHOK7UHBUZKCHU6BUCCDPFXYKHDWJJEOZYZGBLRAUMNIHA====
KTQWFYKW7DEX7PKHYZYNI5CF4UHREOZ2TX3YKYWV66NMBGWHU7FA====,ORG1,CASH-MPA,USD,74156,20240401,20240701,OHP2HWR3ZRLYZEM37SWBEUBKWIHGKOPF3UHD4M3LNHE23VLBV3DA====
PYUV5F2AJKMM4RFRE6FUAR7JGBFG75VFNJKPWYHYZMDH37SGZ2LA====,ORG1,CASH-MPA,USD,47477,20240401,20240701,3YXJQJ6AI7AQXVTXFKWL3QEBOZSMNRU74VJF6DPJ4NVZPLLW4EVQ====
SXZZ3DUQXKFKLAF52ERLJX4PMM4ZCVQPPGKDB7BDBY2TOXJQBLSA====,ORG1,CASH-MPA,USD,12666,20240401,20240701,
NNMSSTA4UWSA2IXNP6FVM3WZ4NVKTZJAHKYBMWBQGHMZKMOALBVA====,ORG1,CASH-MPA,USD,80515,20240401,20240701,OXYAQKCHFMINS34ZKXAIUMVVGKICF6L4DSSKYZFHBPLFY7TQYYLQ====
KUR2QEQNFKQEASYO6JTCYWLVMB2DMQ3R7XCJ2G5AMY77RKFTYWNQ====,ORG1,CASH-MPA,USD,69392,20240401,20240701,YIN4LIWBYERMIOAUGY3YVO4N6C4RMKYOMI6OKPQ4NUKGCV2QODLA====
RLAKEDMFVMFNGSITOF72E4XXQHBR4IPAK7CDH4ZYUV4IYHDSKCNA====,ORG1,CASH-MPA,USD,87386,20240401,20240701,RQOXW4DKCFX2YS4JWECJZZCZ7ADXQE454M3RTCAPSQPRTYFHY5UQ====
XKTC73WYC6TL7CU5Z5IAO7Y33CUOPDABWSPDW4L47MGRNCQXD2JA====,ORG1,CASH-MPA,USD,65287,20240401,20240701,HW7ZF2KKWXARF3PNOCNQH4MVS4X4VDZQ7QNLEX7OPZVQ3JWL6IJA====
CEQ5VSLHNKKYJX3V7IEZF3H7U2TPVRBMRCIWU3Z3VFECCOSIIQVA====,ORG1,CASH-MPA,USD,47831,20240401,20240701,
GBYJGQQ6Q5AY22JG2ZLLTMZMP6IQP2373B7VUZ6YIK5FBEHO7ZXQ====,ORG1,CASH-MPA,USD,90851,20240401,20240701,5V3EU7YZK5PAPPWSDTRZDRIYENYNXQAXK5FQP5KANYU2ADH7KSQA====
LUUN3HITW7ADSBSGWPV5PK4EEGM2G7IZWI5HS3PRHWS75AZVPICA====,ORG1,CASH-MPA,USD,83896,20240401,20240701,
6BTXDVSSWGP5F7W4IIVLTPFC4AP3WUFUU5CYCC5MD524TXXQEVFQ====,ORG1,CASH-MPA,USD,71063,20240401,20240701,
K777YUDO5IKSCDP74QUR6PDP3AE6DURL4BKZE2DOLNMIKBUZCIZQ====,ORG1,CASH-MPA,USD,90476,20240401,20240701,J2K7OSQVQXN556A2HBROQHA6FO25YCJ2AX7YTRDSXHRMHHJO3UPA====
25QRN3XDQ4A6FOORZRUNAABNPCCLA5Y3KAR2JOROOGA7ZBQLMK7A====,ORG1,CASH-MPA,USD,56938,20240401,20240701,I7NZ76D2REEHREDZVLQZVOT25G7HGSELIMQY2ADYPU6USRNVTK5A====
Q6WSWVWIE5Y6W3PHG4SHKHVWLI7DPZHZX3NSUCFPN2BNXNVLP7EQ====,ORG1,CASH-MPA,USD,50063,20240401,20240701,H4AEBYC74CTA2FMDYZCGKU23SCEBBF2B4AKZ63B7CHXQORYKP4GQ====
D2S32AGUBT5ALKEOPCIVRW3VDPZ7MYSVWGIXIBWWPKKCMVTSFCKQ====,ORG1,CASH-MPA,USD,31865,20240401,20240701,O75Y4PZCLI3SNWB5KITPRP5HH3DBPQ6SQZFTUGAV4CRV5PD3VCKQ====
KUZZSZRZOE3CJDT5XTNJ7ANECB4RKMWANLJN7SXXETEFYLN2H24A====,ORG1,CASH-MPA,USD,19979,20240401,20240701,
7T5OTMQXDENIRRKKDR2VD4P25PS7UDUFKK3XII36ROYZ7MZSDZRA====,ORG1,CASH-MPA,USD,68971,20240401,20240701,5OJSIJ2WDCMU2VPUC5YD6MJG2ZW3KGOKT6MBP47MIXCW6A7KKP6Q====
NWSRGF3ZB3XNNQKWMX5S7TMR2XNC265BAQ5PMGROMK3D5PRPTGNA====,ORG1,CASH-MPA,USD,81681,20240401,20240701,C4DMPE6OBWGBGA6LD7YDSFGSST4MOEYVQYKV4LLW6OKP5FUTO6TA====
NQMR6BCPDFHNJPUHUZWY4S7NQJYCQGP4CJ7VSUP3FN5QJ4SRMFYQ====,ORG1,CASH-MPA,USD,48434,20240401,20240701,6IWXEFWPDAW5OF3TIZ7OUOZFQSAN26VQIS32HB757WGHTQZF6ZUA====
AIYIMJLEN6DVQA6ATYEP6T2MCK5YMOJYJUO6ZMM4LSNZL5YJN2RQ====,ORG1,CASH-MPA,USD,88907,20240401,20240701,QQZY7UML3EN5EPQPVEEJJXIH67VWN7GRJCXGREQ2QQMLJFY2PWNA====
4TJKJ72PX6SWB7Q2AKRTHVPWGBLW7QYUQGCQALWQP43LVGGIS3PA====,ORG1,CASH-MPA,USD,20217,20240401,20240701,4O7Z6KJIZZ4YQI67BJAG3MW4LKNATYY6X7XEFGIFZOWO6D3TRL3Q====
5JLMQNKAVYTKLUHLPVKWQPMI2U24PG23UHBRVNG7XPXYUHK2QF4A====,ORG1,CASH-MPA,USD,70783,20240401,20240701,7QDGLIQG5IRYL2XXYJOFABHS7443RUARTU3UEEYERTKM33QDFO4A====
BC2CXPSP7LLSCJSARC42D7HTQWHULYVSB7MUIPVJIR5O2PT565CA====,ORG1,CASH-MPA,USD,21978,20240401,20240701,GUQ3SVVBCPEWGT5HHFPGNHHDY3ULTHAGOBVK2PV7WJSROV5QUJAA====
AI37XJ47JEFKXAZY55LHFRPBI6B5GF6623MYCGQFM5MJXOHXZWNQ====,ORG1,CASH-MPA,USD,16651,20240401,20240701,G4BM2FMROAJOCLQO4LRFJRJCKENGDKAMSQSAVOZTILACBJECR5PA====
OMFT2JUZRUVCKNVLC6MXTHFKQVIFQGO7I5OIAMQDZJYQNAWHGLZA====,ORG1,CASH-MPA,USD,6735,20240401,20240701,
HOQFZVT4LF73TPV6UWJVL7VJ5MR36HL5ZIEWRIYJQVGFLCBC65PQ====,ORG1,CASH-MPA,USD,38948,20240401,20240701,
3MLBADZVW6VJUMOC6P2F3GY5WWSBWGQMLVYUXSONCQKVTOPRM7MQ====,ORG1,CASH-MPA,USD,18177,20240401,20240701,BW3UB44LB5HSCYDMGLZC7AOHOUGE7XBUODZNLH752MJGCFQ244OA====
7Y7V2JBCE5BO53HKFLBHNU3KNSCNO3JUGZHJDIW3NPOL24XPXLRQ====,ORG1,CASH-MPA,USD,1858,20240401,20240701,
446GZR4PZ2QLR4P4FVM3JPEQZ76TK4WXH75M5UE2VTIP5ZORNKIQ====,ORG1,CASH-MPA,USD,98225,20240401,20240701,LKEWV67IXOGSDVVDSI6OXNAK5ORRRKBHXA35AA5Q2HL7DOHDHSNA====
LQOUZURMZPKJHM4XI3VCFXEBDL7NAJOWBBA35NWZEKYP2HE4CBWQ====,ORG1,CASH-MPA,USD,76540,20240401,20240701,BEABPGRVUOFMR2JLBSVHTDETSWSWV67OW4QFUYJBKVRRESQE77YQ====
4H3KL24FG5VBLQ5WSSJPHKCMSM5LLLTLL77MJAFBHXKFNAD7G6MQ====,ORG1,CASH-MPA,USD,15543,20240401,20240701,WTK5QUU5N3J4IDJZWE62RXM6R5VFFQOBPKWZIOFNLYAY3GEKYWEQ====
6HXKLZTIREBFER2MS27TL6LE2NFVEP6ZZKYIGVI544JDBIF6IOAQ====,ORG1,CASH-MPA,USD,55119,20240401,20240701,ZDDEBELM3DY6RCYMJSTKIJQZXTNM6VI73OFYF3CNYXZQUBEHTWWQ====
TOMCPHB6GC5DNUE5ZKP4WB3LC255OKAFUWTV7J3YOXGXXVCLQAVA====,ORG1,CASH-MPA,USD,44662,20240401,20240701,BRE4TICGHZWY3BTVXJMHL67BLBOHFCAH4LLXZVV7NPCSSBXPO6KQ====
ZKV65VCEQWBGAOWZVOSCYIKQCQYMRLCVPBTTPZM2YIXYVKNUX2OQ====,ORG1,CASH-MPA,USD,82777,20240401,20240701,
H6GLUCEVXMUQ2S6J4Z27A4WGL2PSPIOC3IVLIZJGK4RGI72DNYIA====,ORG1,CASH-MPA,USD,62520,20240401,20240701,RKRC32FO2RQQI27XDB7FEFRWIISIP4NEZO5JJ5LWL6EDKRROF4RQ====
Z45NJMNE7N73Z6WMPR6BEJF5KSPEVBJH5M2QK7QYF3ZBDHK4TI5Q====,ORG1,CASH-MPA,USD,75563,20240401,20240701,
OVLCMRTPKGTBUVLUM77KZBDO5WC7PTD2HQTPHAVPAJECT2KLLGYQ====,ORG1,CASH-MPA,USD,61677,20240401,20240701,ZAKRQFN4UTATC4DTDJ2TS6SPDJNDVWPYM7IXLFXD63TLXCTVILNA====
XAK2SWU7HBXGPSUNHZXZTI6BZLZPUMGCRSNCYN4CLRVA7JVGKPWA====,ORG1,CASH-MPA,USD,7648,20240401,20240701,AFK2QVJSA5IWIIDYEHJ2KOLZTJCLYV64VXHVLIBPRWFD6XLHHYGQ====
HJ6ELCDECJCOX4JMSWKEAA34J4SBXIOJMHTLTULMDEBQPWMQYZEQ====,ORG1,CASH-MPA,USD,79940,20240401,20240701,N5TWXWZTDC5OHYJLMJQ7YNKRQJMKMQWNZJZLOPXH7WCOAKVA4RPA====
PPME34E2NDN2DWADSBUBBL7TGG27HWRGIAQI656ALDVPQOLF6DXA====,ORG1,CASH-MPA,USD,43627,20240401,20240701,
NEZA55AKRBVNFQK5M6WJKLVBY45B3VTIRQMGIVDZGRXVNDFE5YOA====,ORG1,CASH-MPA,USD,93907,20240401,20240701,SFDGJC4HYRJQ3A3NO34AV7C7RI6COY4ATBDJLIZ4UGFZASY3RLLQ====
LX5DXPGGPU7Z75XKDSTP4IHF5E6EKHCJLCJVQVXYEHTPD4O6Z5EQ====,ORG1,CASH-MPA,USD,65774,20240401,20240701,6VGBLI6SDLLRYU7NTJWCSLI7ZFXLQU3W4BXBFUVHFPMKMATGISIQ====
Z5SFKILXLO2ZKRUCOPM6FCUNHVXONYFL2RMVHV5IQEBGEYFRGHNQ====,ORG1,CASH-MPA,USD,10530,20240401,20240701,GW4ACJHARZBUDWFLRZAQ5D5AFEEOTDAJAG2ET3MKVWXK73KT7Y6A====
BXFFAUQVGMDTGVX74TIRFL6WGGHSY3GMNSLRWZ76WMGFNU24RGZQ====,ORG1,CASH-MPA,USD,59148,20240401,20240701,O34DMJWRWS2M3WFOTLYF2SROFQRXDPJSBYUEVKC4VATAXVPVJ3QA====
O4ZZJVVGWVFXWDVJCNPILN556MX5H2RH657VJEMPTCTRJFFIYLIA====,ORG1,CASH-MPA,USD,57026,20240401,20240701,4WKH2D7VDSKDVHUP2ZCG5PFWNUCGBATAF773QKXDSBSHZFR3BTZQ====
ZR3JLMPE6CKOZQGOVIEETWTD5YKYZY6X27YIA2I5KB6HNJR3FDUA====,ORG1,CASH-MPA,USD,77383,20240401,20240701,
E4PWUNU53ZC6SJ2SI76GPC2F6LBL6SJRH2L7B727Z7I4UU4745FQ====,ORG1,CASH-MPA,USD,85348,20240401,20240701,ZRTDSIM73XMCMNQGZSHR53O75RQJ6LUCSRPJC3RS5WCJC7BXZB7Q====
